ID,y
643,4
644,4
645,5
646,5
647,4
648,5
649,5
650,5
651,5
652,5
653,4
654,4
655,4
656,4
657,4
658,4
659,4
660,4
661,4
662,4
663,4
664,4
665,4
666,4
667,6
668,6
669,6
670,6
671,6
672,6
673,6
674,6
675,6
676,6
677,6
678,6
679,6
680,6
681,6
682,6
683,6
684,6
685,6
686,6
687,6
688,6
689,6
690,6
691,1
692,1
693,1
694,1
695,1
696,3
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,3
705,1
706,1
707,2
708,1
709,1
710,1
711,1
712,1
713,2
714,1
715,2
716,1
717,3
718,1
719,3
720,3
721,3
722,3
723,3
724,3
725,2
726,2
727,2
728,2
729,2
730,2
731,1
732,2
733,2
734,3
735,3
736,3
737,3
738,3
739,3
740,2
741,2
742,2
743,2
744,1
745,2
746,2
747,1
748,3
749,3
750,3
751,2
752,2
753,3
754,3
755,2
756,3
757,2
758,2
759,2
760,2
761,2
762,3
763,1
764,5
765,4
766,4
767,4
768,5
769,4
770,4
771,4
772,4
773,4
774,4
775,5
776,5
777,4
778,4
779,4
780,4
781,4
782,5
783,4
784,4
785,4
786,4
787,5
788,5
789,5
790,5
791,5
792,5
793,6
794,6
795,6
796,6
797,6
798,6
799,5
800,5
801,5
802,4
803,4
804,4
805,4
806,4
807,4
808,4
809,4
810,4
811,4
812,6
813,6
814,6
815,6
816,6
817,6
818,6
819,6
820,6
821,6
822,6
823,6
824,6
825,6
826,6
827,6
828,6
829,6
830,6
831,6
832,6
833,6
834,6
835,6
836,6
837,6
838,1
839,3
840,1
841,1
842,2
843,1
844,3
845,1
846,1
847,1
848,1
849,3
850,3
851,1
852,3
853,1
854,1
855,3
856,3
857,3
858,1
859,2
860,3
861,3
862,3
863,1
864,3
865,3
866,3
867,3
868,3
869,3
870,3
871,3
872,3
873,3
874,3
875,3
876,3
877,3
878,3
879,3
880,3
881,2
882,2
883,2
884,2
885,2
886,2
887,2
888,2
889,2
890,2
891,1
892,2
893,2
894,2
895,2
896,2
897,2
898,1
899,2
900,2
901,3
902,3
903,3
904,3
905,3
906,3
907,3
908,5
909,5
910,5
911,5
912,5
913,5
914,5
915,5
916,5
917,5
918,5
919,5
920,5
921,5
922,5
923,5
924,5
925,5
926,5
927,5
928,5
929,5
930,5
931,4
932,4
933,4
934,4
935,4
936,4
937,4
938,4
939,4
940,4
941,4
942,4
943,4
944,4
945,4
946,4
947,4
948,4
949,4
950,4
951,4
952,4
953,4
954,4
955,6
956,6
957,6
958,6
959,6
960,6
961,6
962,6
963,6
964,6
965,6
966,6
967,6
968,6
969,6
970,1
971,5
972,4
973,6
974,6
975,6
976,6
977,6
978,6
979,6
980,6
981,6
982,6
983,6
984,6
985,6
986,3
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,3
1014,3
1015,3
1016,3
1017,3
1018,3
1019,3
1020,3
1021,3
1022,3
1023,3
1024,2
1025,3
1026,3
1027,3
1028,2
1029,3
1030,3
1031,3
1032,2
1033,2
1034,2
1035,1
1036,1
1037,3
1038,2
1039,2
1040,2
1041,1
1042,2
1043,2
1044,2
1045,2
1046,3
1047,3
1048,3
1049,1
1050,2
1051,2
1052,1
1053,2
1054,3
1055,4
1056,4
1057,4
1058,4
1059,4
1060,4
1061,4
1062,4
1063,4
1064,4
1065,4
1066,4
1067,4
1068,4
1069,4
1070,4
1071,4
1072,4
1073,4
1074,4
1075,4
1076,5
1077,5
1078,5
1079,5
1080,5
1081,5
1082,5
1083,5
1084,5
1085,5
1086,5
1087,5
1088,5
1089,5
1090,5
1091,5
1092,5
1093,5
1094,5
1095,4
1096,5
1097,5
1098,5
1099,5
1100,5
1101,5
1102,5
1103,5
1104,5
1105,5
1106,6
1107,6
1108,6
1109,6
1110,6
1111,6
1112,6
1113,6
1114,6
1115,6
1116,4
1117,6
1118,6
1119,6
1120,6
1121,6
1122,6
1123,6
1124,6
1125,6
1126,6
1127,6
1128,6
1129,6
1130,6
1131,6
1132,6
1133,3
1134,3
1135,1
1136,3
1137,3
1138,3
1139,3
1140,3
1141,3
1142,3
1143,3
1144,3
1145,3
1146,3
1147,3
1148,3
1149,3
1150,3
1151,3
1152,3
1153,3
1154,3
1155,3
1156,3
1157,3
1158,3
1159,3
1160,3
1161,3
1162,3
1163,3
1164,3
1165,3
1166,3
1167,3
1168,3
1169,3
1170,3
1171,3
1172,3
1173,3
1174,3
1175,3
1176,3
1177,3
1178,2
1179,1
1180,2
1181,2
1182,2
1183,2
1184,2
1185,2
1186,2
1187,2
1188,2
1189,2
1190,1
1191,1
1192,2
1193,2
1194,2
1195,1
1196,2
1197,1
1198,2
1199,2
1200,2
1201,2
1202,5
1203,5
1204,5
1205,5
1206,5
1207,5
1208,5
1209,5
1210,5
1211,5
1212,5
1213,5
1214,5
1215,5
1216,5
1217,5
1218,5
1219,5
1220,5
1221,5
1222,5
1223,5
1224,5
1225,5
1226,4
1227,5
1228,5
1229,4
1230,4
1231,4
1232,4
1233,4
1234,4
1235,4
1236,4
1237,4
1238,4
1239,4
1240,4
1241,4
1242,4
1243,5
1244,4
1245,4
1246,4
1247,4
1248,4
1249,4
1250,4
1251,5
1252,5
1253,5
1254,5
1255,5
1256,4
1257,6
1258,6
1259,6
1260,6
1261,6
1262,6
1263,6
1264,6
1265,6
1266,6
1267,6
1268,6
1269,6
1270,6
1271,6
1272,6
1273,6
1274,6
1275,6
1276,6
1277,6
1278,6
1279,6
1280,6
1281,6
1282,6
1283,6
1284,1
1285,3
1286,3
1287,1
1288,1
1289,3
1290,1
1291,1
1292,3
1293,1
1294,3
1295,1
1296,1
1297,1
1298,1
1299,1
1300,3
1301,1
1302,1
1303,1
1304,1
1305,1
1306,3
1307,3
1308,3
1309,3
1310,1
1311,3
1312,3
1313,3
1314,3
1315,3
1316,3
1317,3
1318,3
1319,2
1320,3
1321,3
1322,3
1323,3
1324,3
1325,1
1326,3
1327,3
1328,1
1329,3
1330,3
1331,3
1332,3
1333,3
1334,3
1335,3
1336,1
1337,2
1338,2
1339,2
1340,1
1341,2
1342,2
1343,2
1344,2
1345,1
1346,2
1347,2
1348,2
1349,1
1350,1
1351,1
1352,2
1353,2
1354,2
1355,2
1356,2
1357,2
1358,1
1359,2
1360,3
1361,1
1362,2
1363,2
1364,2
1365,5
1366,5
1367,5
1368,5
1369,5
1370,5
1371,5
1372,5
1373,5
1374,5
1375,5
1376,5
1377,5
1378,5
1379,5
1380,5
1381,5
1382,5
1383,5
1384,5
1385,5
1386,5
1387,5
1388,5
1389,5
1390,5
1391,5
1392,5
1393,5
1394,5
1395,5
1396,5
1397,4
1398,4
1399,4
1400,4
1401,4
1402,4
1403,4
1404,4
1405,4
1406,4
1407,4
1408,4
1409,4
1410,4
1411,4
1412,4
1413,4
1414,4
1415,4
1416,4
1417,4
1418,4
1419,4
1420,6
1421,6
1422,6
1423,6
1424,6
1425,6
1426,6
1427,6
1428,6
1429,6
1430,6
1431,6
1432,6
1433,6
1434,6
1435,6
1436,6
1437,6
1438,6
1439,6
1440,6
1441,6
1442,6
1443,6
1444,6
1445,6
1446,6
1447,6
1448,6
1449,6
1450,6
1451,6
1452,6
1453,3
1454,3
1455,3
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,2
1467,3
1468,1
1469,1
1470,3
1471,1
1472,1
1473,1
1474,1
1475,3
1476,3
1477,3
1478,3
1479,3
1480,3
1481,3
1482,3
1483,3
1484,3
1485,3
1486,3
1487,1
1488,1
1489,3
1490,3
1491,3
1492,3
1493,3
1494,3
1495,3
1496,3
1497,2
1498,2
1499,1
1500,3
1501,1
1502,1
1503,2
1504,2
1505,2
1506,2
1507,2
1508,3
1509,2
1510,1
1511,3
1512,2
1513,2
1514,1
1515,2
1516,2
1517,2
1518,2
1519,2
1520,2
1521,2
1522,5
1523,5
1524,5
1525,5
1526,5
1527,5
1528,5
1529,5
1530,5
1531,5
1532,5
1533,5
1534,5
1535,5
1536,5
1537,5
1538,5
1539,5
1540,5
1541,5
1542,5
1543,5
1544,5
1545,5
1546,5
1547,5
1548,5
1549,4
1550,4
1551,4
1552,4
1553,4
1554,4
1555,4
1556,4
1557,4
1558,4
1559,4
1560,4
1561,4
1562,4
1563,4
1564,5
1565,5
1566,5
1567,5
1568,5
1569,5
1570,4
1571,4
1572,5
1573,4
1574,6
1575,6
1576,6
1577,6
1578,6
1579,6
1580,6
1581,6
1582,6
1583,6
1584,6
1585,6
1586,6
1587,6
1588,6
1589,6
1590,6
1591,6
1592,6
1593,6
1594,6
1595,6
1596,6
1597,6
1598,6
1599,6
1600,6
1601,6
1602,6
1603,6
1604,6
1605,6
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,3
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,3
1636,1
1637,1
1638,3
1639,1
1640,3
1641,3
1642,3
1643,1
1644,1
1645,2
1646,3
1647,3
1648,3
1649,2
1650,3
1651,1
1652,3
1653,1
1654,3
1655,1
1656,3
1657,3
1658,3
1659,3
1660,3
1661,1
1662,1
1663,2
1664,2
1665,2
1666,2
1667,2
1668,2
1669,2
1670,2
1671,2
1672,2
1673,2
1674,2
1675,3
1676,2
1677,2
1678,2
1679,2
1680,2
1681,2
1682,2
1683,3
1684,1
1685,2
1686,2
1687,2
1688,3
1689,2
1690,3
1691,2
1692,2
1693,3
1694,5
1695,5
1696,5
1697,5
1698,5
1699,5
1700,5
1701,5
1702,5
1703,5
1704,5
1705,5
1706,5
1707,5
1708,5
1709,5
1710,5
1711,5
1712,5
1713,5
1714,5
1715,5
1716,5
1717,5
1718,5
1719,5
1720,5
1721,5
1722,5
1723,5
1724,4
1725,4
1726,4
1727,4
1728,4
1729,4
1730,4
1731,4
1732,4
1733,4
1734,4
1735,4
1736,4
1737,4
1738,4
1739,4
1740,4
1741,4
1742,4
1743,4
1744,4
1745,4
1746,4
1747,4
1748,5
1749,6
1750,6
1751,6
1752,6
1753,6
1754,6
1755,6
1756,6
1757,6
1758,6
1759,6
1760,6
1761,6
1762,6
1763,6
1764,6
1765,6
1766,6
1767,6
1768,6
1769,6
1770,6
1771,6
1772,6
1773,6
1774,6
1775,6
1776,6
1777,6
1778,3
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,2
1787,1
1788,1
1789,1
1790,1
1791,1
1792,1
1793,1
1794,2
1795,2
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,3
1804,1
1805,1
1806,3
1807,3
1808,3
1809,3
1810,3
1811,3
1812,1
1813,3
1814,3
1815,3
1816,1
1817,3
1818,2
1819,3
1820,3
1821,3
1822,1
1823,3
1824,3
1825,2
1826,2
1827,2
1828,2
1829,2
1830,2
1831,2
1832,2
1833,2
1834,2
1835,2
1836,2
1837,2
1838,2
1839,2
1840,2
1841,2
1842,2
1843,2
1844,2
1845,2
1846,2
1847,2
1848,2
1849,5
1850,5
1851,5
1852,5
1853,5
1854,5
1855,5
1856,5
1857,5
1858,5
1859,5
1860,5
1861,5
1862,5
1863,5
1864,5
1865,5
1866,5
1867,5
1868,5
1869,5
1870,5
1871,5
1872,5
1873,5
1874,5
1875,5
1876,5
1877,5
1878,5
1879,5
1880,5
1881,5
1882,5
1883,5
1884,5
1885,5
1886,5
1887,5
1888,5
1889,4
1890,4
1891,4
1892,4
1893,4
1894,4
1895,4
1896,4
1897,4
1898,4
1899,4
1900,4
1901,4
1902,4
1903,4
1904,4
1905,4
1906,4
1907,4
1908,4
1909,4
1910,4
1911,4
1912,4
1913,4
1914,4
1915,4
1916,4
1917,4
1918,4
1919,6
1920,6
1921,6
1922,6
1923,6
1924,6
1925,6
1926,6
1927,6
1928,6
1929,6
1930,6
1931,6
1932,6
1933,6
1934,6
1935,6
1936,6
1937,6
1938,6
1939,6
1940,6
1941,6
1942,6
1943,6
1944,6
1945,6
1946,6
1947,6
1948,6
1949,6
1950,6
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,3
1971,1
1972,2
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,3
1983,1
1984,2
1985,3
1986,1
1987,2
1988,2
1989,3
1990,2
1991,2
1992,2
1993,2
1994,2
1995,2
1996,2
1997,2
1998,2
1999,2
2000,1
2001,1
2002,1
2003,2
2004,2
2005,2
2006,3
2007,2
2008,2
2009,2
2010,2
2011,2
2012,2
2013,2
2014,2
2015,2
2016,2
2017,2
2018,1
2019,1
2020,1
2021,2
2022,2
2023,2
2024,2
2025,2
2026,2
2027,2
2028,2
2029,2
2030,2
2031,2
2032,2
2033,2
2034,2
2035,2
2036,2
2037,5
2038,5
2039,5
2040,5
2041,5
2042,5
2043,5
2044,5
2045,5
2046,5
2047,5
2048,5
2049,5
2050,5
2051,5
2052,5
2053,5
2054,5
2055,5
2056,5
2057,5
2058,5
2059,5
2060,5
2061,5
2062,5
2063,5
2064,5
2065,5
2066,5
2067,5
2068,5
2069,5
2070,4
2071,4
2072,4
2073,4
2074,4
2075,4
2076,4
2077,4
2078,4
2079,4
2080,4
2081,4
2082,4
2083,4
2084,5
2085,4
2086,4
2087,4
2088,4
2089,4
2090,4
2091,4
2092,4
2093,4
2094,4
2095,4
2096,4
2097,6
2098,6
2099,6
2100,6
2101,6
2102,6
2103,6
2104,6
2105,6
2106,6
2107,6
2108,6
2109,6
2110,6
2111,6
2112,6
2113,6
2114,6
2115,6
2116,6
2117,6
2118,6
2119,6
2120,6
2121,6
2122,6
2123,6
2124,6
2125,6
2126,6
2127,6
2128,6
2129,6
2130,1
2131,3
2132,1
2133,1
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,1
2151,3
2152,1
2153,1
2154,1
2155,1
2156,3
2157,1
2158,1
2159,3
2160,2
2161,3
2162,3
2163,3
2164,2
2165,2
2166,2
2167,1
2168,3
2169,3
2170,1
2171,1
2172,2
2173,2
2174,2
2175,2
2176,2
2177,2
2178,2
2179,2
2180,2
2181,2
2182,2
2183,2
2184,2
2185,2
2186,2
2187,2
2188,2
2189,2
2190,2
2191,2
2192,2
2193,1
2194,2
2195,2
2196,2
2197,2
2198,2
2199,2
2200,2
2201,2
2202,2
2203,2
2204,2
2205,1
2206,3
2207,1
2208,2
2209,2
2210,2
2211,3
2212,2
2213,5
2214,5
2215,5
2216,5
2217,5
2218,5
2219,5
2220,5
2221,5
2222,5
2223,5
2224,5
2225,5
2226,5
2227,5
2228,5
2229,5
2230,5
2231,5
2232,5
2233,5
2234,5
2235,5
2236,5
2237,5
2238,5
2239,5
2240,5
2241,5
2242,5
2243,5
2244,5
2245,5
2246,5
2247,5
2248,5
2249,5
2250,5
2251,4
2252,4
2253,4
2254,4
2255,4
2256,4
2257,4
2258,4
2259,4
2260,4
2261,4
2262,4
2263,4
2264,4
2265,4
2266,4
2267,4
2268,4
2269,4
2270,4
2271,4
2272,4
2273,4
2274,4
2275,5
2276,4
2277,4
2278,5
2279,5
2280,4
2281,4
2282,5
2283,4
2284,4
2285,5
2286,4
2287,6
2288,6
2289,6
2290,6
2291,6
2292,6
2293,6
2294,6
2295,6
2296,6
2297,6
2298,6
2299,6
2300,6
2301,6
2302,6
2303,6
2304,6
2305,6
2306,6
2307,6
2308,6
2309,6
2310,6
2311,6
2312,6
2313,6
2314,6
2315,6
2316,6
2317,6
2318,3
2319,1
2320,1
2321,1
2322,1
2323,1
2324,1
2325,1
2326,3
2327,1
2328,1
2329,1
2330,1
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,2
2338,1
2339,1
2340,2
2341,1
2342,1
2343,1
2344,1
2345,3
2346,3
2347,3
2348,2
2349,3
2350,3
2351,3
2352,1
2353,3
2354,3
2355,1
2356,3
2357,3
2358,3
2359,3
2360,3
2361,3
2362,3
2363,3
2364,3
2365,3
2366,3
2367,1
2368,1
2369,2
2370,3
2371,2
2372,2
2373,1
2374,2
2375,2
2376,2
2377,2
2378,2
2379,2
2380,2
2381,2
2382,2
2383,2
2384,2
2385,2
2386,2
2387,2
2388,2
2389,2
2390,2
2391,2
2392,2
2393,3
2394,5
2395,5
2396,5
2397,5
2398,5
2399,5
2400,5
2401,5
2402,5
2403,5
2404,5
2405,5
2406,5
2407,5
2408,1
2409,1
2410,5
2411,5
2412,5
2413,2
2414,5
2415,5
2416,5
2417,5
2418,5
2419,5
2420,5
2421,5
2422,5
2423,5
2424,5
2425,5
2426,5
2427,5
2428,4
2429,4
2430,4
2431,4
2432,4
2433,4
2434,4
2435,4
2436,4
2437,4
2438,4
2439,4
2440,4
2441,4
2442,5
2443,4
2444,4
2445,4
2446,4
2447,5
2448,5
2449,4
2450,4
2451,4
2452,4
2453,4
2454,5
2455,4
2456,4
2457,4
2458,6
2459,6
2460,6
2461,6
2462,6
2463,6
2464,6
2465,6
2466,6
2467,6
2468,6
2469,6
2470,6
2471,6
2472,6
2473,6
2474,6
2475,6
2476,6
2477,6
2478,6
2479,6
2480,6
2481,6
2482,6
2483,6
2484,6
2485,6
2486,6
2487,6
2488,6
2489,6
2490,6
2491,6
2492,6
2493,6
2494,6
2495,3
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,1
2503,1
2504,1
2505,1
2506,1
2507,3
2508,1
2509,3
2510,3
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,3
2518,1
2519,3
2520,3
2521,3
2522,3
2523,3
2524,3
2525,3
2526,3
2527,3
2528,3
2529,3
2530,3
2531,3
2532,3
2533,3
2534,3
2535,3
2536,3
2537,3
2538,3
2539,3
2540,3
2541,3
2542,2
2543,2
2544,2
2545,3
2546,3
2547,3
2548,3
2549,2
2550,2
2551,2
2552,3
2553,3
2554,3
2555,2
2556,3
2557,1
2558,3
2559,2
2560,2
2561,2
2562,2
2563,3
2564,2
2565,3
2566,3
2567,5
2568,5
2569,5
2570,5
2571,4
2572,5
2573,5
2574,5
2575,5
2576,5
2577,5
2578,5
2579,5
2580,5
2581,5
2582,5
2583,5
2584,5
2585,4
2586,4
2587,5
2588,5
2589,5
2590,4
2591,5
2592,5
2593,5
2594,5
2595,5
2596,5
2597,5
2598,5
2599,5
2600,4
2601,4
2602,4
2603,4
2604,4
2605,4
2606,4
2607,4
2608,4
2609,4
2610,4
2611,4
2612,4
2613,4
2614,4
2615,4
2616,4
2617,4
2618,4
2619,4
2620,5
2621,5
2622,4
2623,4
2624,4
2625,4
2626,4
2627,4
2628,4
2629,4
2630,4
2631,4
2632,4
2633,4
2634,6
2635,6
2636,6
2637,6
2638,6
2639,6
2640,6
2641,6
2642,6
2643,6
2644,6
2645,6
2646,6
2647,6
2648,6
2649,6
2650,6
2651,6
2652,6
2653,6
2654,6
2655,6
2656,6
2657,6
2658,6
2659,6
2660,6
2661,6
2662,6
2663,6
2664,6
2665,6
2666,6
2667,6
2668,6
2669,6
2670,1
2671,1
2672,3
2673,1
2674,3
2675,1
2676,1
2677,1
2678,1
2679,1
2680,1
2681,1
2682,1
2683,1
2684,1
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,1
2696,1
2697,1
2698,3
2699,3
2700,3
2701,3
2702,3
2703,3
2704,3
2705,1
2706,1
2707,3
2708,1
2709,1
2710,3
2711,3
2712,3
2713,3
2714,3
2715,3
2716,3
2717,3
2718,3
2719,3
2720,3
2721,3
2722,3
2723,3
2724,1
2725,2
2726,2
2727,2
2728,2
2729,3
2730,1
2731,2
2732,2
2733,3
2734,2
2735,2
2736,2
2737,2
2738,2
2739,2
2740,2
2741,3
2742,1
2743,2
2744,2
2745,2
2746,2
2747,2
2748,2
2749,3
2750,2
2751,3
2752,2
2753,2
2754,5
2755,5
2756,4
2757,5
2758,5
2759,5
2760,5
2761,5
2762,5
2763,5
2764,4
2765,4
2766,5
2767,5
2768,5
2769,5
2770,5
2771,5
2772,5
2773,4
2774,5
2775,5
2776,5
2777,5
2778,5
2779,5
2780,5
2781,5
2782,5
2783,5
2784,5
2785,5
2786,5
2787,5
2788,5
2789,5
2790,4
2791,4
2792,4
2793,4
2794,4
2795,4
2796,4
2797,4
2798,4
2799,4
2800,4
2801,4
2802,4
2803,4
2804,4
2805,4
2806,4
2807,4
2808,4
2809,4
2810,4
2811,4
2812,4
2813,4
2814,4
2815,4
2816,4
2817,4
2818,4
2819,4
2820,4
2821,4
2822,4
2823,4
2824,6
2825,6
2826,6
2827,6
2828,6
2829,6
2830,6
2831,6
2832,6
2833,6
2834,6
2835,6
2836,6
2837,6
2838,6
2839,6
2840,6
2841,6
2842,6
2843,6
2844,6
2845,6
2846,6
2847,6
2848,6
2849,6
2850,6
2851,6
2852,6
2853,6
2854,6
2855,6
2856,6
2857,6
2858,6
2859,6
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,1
2867,1
2868,1
2869,3
2870,1
2871,1
2872,1
2873,1
2874,1
2875,1
2876,1
2877,1
2878,1
2879,1
2880,1
2881,1
2882,1
2883,1
2884,1
2885,1
2886,1
2887,2
2888,2
2889,2
2890,3
2891,3
2892,3
2893,3
2894,3
2895,3
2896,3
2897,3
2898,3
2899,3
2900,2
2901,3
2902,3
2903,3
2904,3
2905,3
2906,3
2907,3
2908,3
2909,2
2910,2
2911,2
2912,2
2913,2
2914,2
2915,2
2916,2
2917,2
2918,1
2919,2
2920,2
2921,2
2922,3
2923,2
2924,1
2925,2
2926,2
2927,2
2928,2
2929,3
2930,1
2931,3
2932,3
2933,3
2934,3
2935,3
2936,3
2937,3
2938,2
2939,2
2940,2
2941,2
2942,2
2943,1
2944,2
2945,2
2946,2
2947,3
